from,to,value,type,lng1,lat1,lng2,lat2
aa,bb,1.00,move_in,113.329281,23.12405823,114.2385591,22.55834343
aa,bb,1.00,move_in,114.243877,22.56045849,114.2385591,22.55834343
aa,bb,1.00,move_in,113.9471796,22.55479505,113.9300131,22.70743279
aa,bb,1.00,move_in,91.0805447,29.62828445,113.960299,22.537972
aa,bb,1.00,move_in,120.7825469,31.33822564,113.9563323,22.54508122
aa,bb,1.00,move_in,113.9563323,22.54508122,113.9563323,22.54508122
aa,bb,1.00,move_in,114.0643919,22.51277328,113.9208639,22.51990505
aa,bb,1.00,move_in,113.9286466,22.54778558,113.9535116,22.54962925
aa,bb,1.00,move_in,114.1756354,22.56718734,114.0911822,22.54702278
aa,bb,1.00,move_in,116.5649453,39.7357871,114.2236615,22.72711891
aa,bb,1.00,move_in,113.3806254,22.01870149,113.9310459,22.51424166
aa,bb,1.00,move_in,115.3341702,29.53329253,113.9300131,22.70743279
aa,bb,1.00,move_in,113.8365114,22.69105986,113.8484638,22.6133149
aa,bb,1.00,move_in,86.12462897,44.33357324,113.9510743,22.55464354
aa,bb,1.00,move_in,114.0648292,22.53933891,113.9510743,22.55464354
aa,bb,1.00,move_in,120.9143479,31.38506871,113.9097928,22.52112796
aa,bb,1.00,move_in,113.9468651,22.55101383,113.9510061,22.54013397
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9510061,22.54013397
aa,bb,1.00,move_in,114.1805152,22.5665347,114.0116339,22.60170896
aa,bb,1.00,move_in,114.0725399,22.54464074,113.8678636,22.57764653
aa,bb,1.00,move_in,113.8679737,22.57766017,113.8678636,22.57764653
aa,bb,1.00,move_in,107.4127735,28.50663919,114.0303589,22.54308175
aa,bb,1.00,move_in,114.0625101,22.56702973,113.7958947,22.73787361
aa,bb,1.00,move_in,114.0523628,22.54617413,113.8361355,22.69330451
aa,bb,1.00,move_in,121.1645152,31.18094846,113.8350781,22.6397194
aa,bb,1.00,move_in,114.0331522,22.74211033,114.0256041,22.67795667
aa,bb,1.00,move_in,120.8128969,30.75791528,114.3476957,22.65746229
aa,bb,1.00,move_in,114.0472766,22.56934042,113.9507227,22.55888775
aa,bb,1.00,move_in,113.9526733,22.55948614,113.9526733,22.55948614
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9394083,22.54713413
aa,bb,1.00,move_in,113.9554874,22.54266922,114.0828521,22.6246443
aa,bb,1.00,move_in,113.9423121,22.55059383,113.9418989,22.54724547
aa,bb,1.00,move_in,113.9482187,22.54620279,113.9456069,22.54708697
aa,bb,1.00,move_in,113.9277358,22.50826267,113.9277358,22.50826267
aa,bb,1.00,move_in,113.9315589,22.52319129,113.9277358,22.50826267
aa,bb,1.00,move_in,91.47390085,29.74766556,113.9245409,22.58898572
aa,bb,1.00,move_in,113.9097928,22.52112796,114.1264778,22.68130434
aa,bb,1.00,move_in,113.9435947,22.5279827,113.9594679,22.54745016
aa,bb,1.00,move_in,113.9565639,22.58817745,113.9448047,22.56648507
aa,bb,1.00,move_in,118.3840711,31.33339008,113.8163779,22.74649578
aa,bb,1.00,move_in,118.3840711,31.33339008,113.8163779,22.74649578
aa,bb,1.00,move_in,113.9507227,22.55888775,113.9097928,22.52112796
aa,bb,1.00,move_in,113.9272548,22.50501737,113.9272548,22.50501737
aa,bb,1.00,move_in,121.4408263,31.22638531,113.9581254,22.56106366
aa,bb,1.00,move_in,87.56498774,43.84038035,114.3476957,22.65746229
aa,bb,1.00,move_in,113.958174,22.54673439,114.0425911,22.56583311
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9461749,22.5476022
aa,bb,1.00,move_in,114.4061377,30.45471225,114.3476957,22.65746229
aa,bb,1.00,move_in,113.8135126,22.68854685,113.8086974,22.68272703
aa,bb,1.00,move_in,114.0169107,22.54089787,114.0170226,22.54122796
aa,bb,1.00,move_in,113.9097928,22.52112796,113.929341,22.582005
aa,bb,1.00,move_in,121.5417684,31.27746704,114.2385591,22.55834343
aa,bb,1.00,move_in,116.1988986,39.94587074,113.9300131,22.70743279
aa,bb,1.00,move_in,116.3744903,39.98895012,114.1768506,22.56709109
aa,bb,1.00,move_in,113.9899581,22.68784411,113.9542925,22.53671204
aa,bb,1.00,move_in,113.9260687,22.58872727,113.9260687,22.58872727
aa,bb,1.00,move_in,113.9097928,22.52112796,113.8933963,22.61621166
aa,bb,1.00,move_in,114.058456,22.5418929,113.9641707,22.59410642
aa,bb,1.00,move_in,114.1082836,22.56929455,114.4065694,22.72271479
aa,bb,1.00,move_in,113.9529114,22.74368437,113.8416671,22.76523892
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9300131,22.70743279
aa,bb,1.00,move_in,116.7563415,23.44098777,113.9317407,22.55276377
aa,bb,1.00,move_in,114.0015409,22.67805011,113.978895,22.58771288
aa,bb,1.00,move_in,113.9097928,22.52112796,114.0436693,22.64592703
aa,bb,1.00,move_in,113.9432951,22.55115846,114.0436693,22.64592703
aa,bb,1.00,move_in,114.0925386,22.5483938,114.0289735,22.5363233
aa,bb,1.00,move_in,121.5143794,31.24455061,113.9227173,22.49805974
aa,bb,1.00,move_in,113.9097928,22.52112796,114.004609,22.54934418
aa,bb,1.00,move_in,113.9097928,22.52112796,114.0344952,22.75250054
aa,bb,1.00,move_in,113.9097928,22.52112796,113.8706232,22.58091809
aa,bb,1.00,move_in,114.037221,22.65914723,114.0353559,22.7149749
aa,bb,1.00,move_in,113.9452591,22.52815774,113.9452591,22.52815774
aa,bb,1.00,move_in,114.0513684,22.52348318,114.025799,22.54330303
aa,bb,1.00,move_in,113.9468651,22.55101383,113.9468651,22.55101383
aa,bb,1.00,move_in,114.0364383,22.54048773,114.3967525,22.74061402
aa,bb,1.00,move_in,121.6060085,31.34105023,114.038505,22.63930615
aa,bb,1.00,move_in,118.3840711,31.33339008,114.0707794,22.67989758
aa,bb,1.00,move_in,114.0935563,22.55069474,113.9511132,22.53474678
aa,bb,1.00,move_in,113.906021,22.52773354,114.0645851,22.66651445
aa,bb,1.00,move_in,120.5460096,31.28129474,113.960299,22.537972
aa,bb,1.00,move_in,114.3476957,22.65746229,114.034732,22.66331754
aa,bb,1.00,move_in,113.8486866,22.64239814,113.7919942,22.6963917
aa,bb,1.00,move_in,114.4209473,30.50687026,113.9212852,22.58860798
aa,bb,1.00,move_in,114.1306736,22.68308099,114.1306736,22.68308099
aa,bb,1.00,move_in,114.1263654,22.71412624,114.064854,22.69155059
aa,bb,1.00,move_in,113.9173655,22.67219682,113.9173655,22.67219682
aa,bb,1.00,move_in,114.0625101,22.56702973,113.7970902,22.74989467
aa,bb,1.00,move_in,113.9097928,22.52112796,113.8766377,22.58562074
aa,bb,1.00,move_in,121.128778,31.29539861,114.011058,22.60127082
aa,bb,1.00,move_in,113.9097928,22.52112796,114.0434265,22.69993706
aa,bb,1.00,move_in,113.9097928,22.52112796,114.398453,22.72276296
aa,bb,1.00,move_in,87.56498774,43.84038035,113.9449307,22.63260804
aa,bb,1.00,move_in,114.2241988,22.72907739,114.2241988,22.72907739
aa,bb,1.00,move_in,114.0472766,22.56934042,113.9097928,22.52112796
aa,bb,1.00,move_in,121.5399054,31.22166238,114.0039157,22.67946765
aa,bb,1.00,move_in,114.0648292,22.53933891,113.9393829,22.54620353
aa,bb,1.00,move_in,113.9507227,22.55888775,114.0764697,22.533954
aa,bb,1.00,move_in,113.9527431,22.55869055,113.9527431,22.55869055
aa,bb,1.00,move_in,113.8933963,22.61621166,113.9266013,22.58640177
aa,bb,1.00,move_in,114.2353321,22.69032301,114.2352834,22.69207947
aa,bb,1.00,move_in,113.9435947,22.5279827,114.0674843,22.61140587
aa,bb,1.00,move_in,114.0653248,22.58191317,114.1000165,22.55249557
aa,bb,1.00,move_in,121.458738,31.21314788,113.9507227,22.55888775
aa,bb,1.00,move_in,113.9097928,22.52112796,114.210081,22.64785375
aa,bb,1.00,move_in,114.0371558,22.6379093,114.0707229,22.67978306
aa,bb,1.00,move_in,113.871438,22.67155954,113.8900406,22.58668904
aa,bb,1.00,move_in,119.9796925,31.04476137,113.9557096,22.57325721
aa,bb,1.00,move_in,114.0478246,22.63700526,114.0536288,22.63612863
aa,bb,1.00,move_in,121.8600744,29.92602708,113.9227173,22.49805974
aa,bb,1.00,move_in,113.9438888,22.58053917,113.9548474,22.54386346
aa,bb,1.00,move_in,115.8202045,29.23608385,113.868398,22.80780992
aa,bb,1.00,move_in,115.8202045,29.23608385,113.868398,22.80780992
aa,bb,1.00,move_in,114.0303197,22.54088431,113.959018,22.54166791
aa,bb,1.00,move_in,113.959018,22.54166791,113.959018,22.54166791
aa,bb,1.00,move_in,115.8202045,29.23608385,114.0707794,22.67989758
aa,bb,1.00,move_in,113.945133,22.73694064,113.945133,22.73694064
aa,bb,1.00,move_in,114.2241988,22.72907739,114.2229206,22.72862163
aa,bb,1.00,move_in,114.0648292,22.53933891,114.0707794,22.67989758
aa,bb,1.00,move_in,113.9097928,22.52112796,114.2372826,22.69246899
aa,bb,1.00,move_in,114.0303589,22.54308175,114.311721,22.78274695
aa,bb,1.00,move_in,113.9406122,22.52410239,114.2239402,22.72768351
aa,bb,1.00,move_in,114.4367731,30.51130975,114.2239402,22.72768351
aa,bb,1.00,move_in,120.0003138,31.81844027,113.907806,22.5631811
aa,bb,1.00,move_in,113.9959793,22.68947897,113.3948176,23.40800373
aa,bb,1.00,move_in,114.0653248,22.58191317,114.3256372,22.77618112
aa,bb,1.00,move_in,113.9337142,22.49385496,114.0950198,22.54719543
aa,bb,1.00,move_in,116.4594859,39.92255064,114.0518028,22.52334159
aa,bb,1.00,move_in,118.1844516,39.63361125,114.0518028,22.52334159
aa,bb,1.00,move_in,114.5183175,30.49474158,114.0518028,22.52334159
aa,bb,1.00,move_in,114.3476957,22.65746229,114.2370277,22.69082118
aa,bb,1.00,move_in,120.1421862,30.26858947,114.0784538,22.54730006
aa,bb,1.00,move_in,117.6462863,39.05917664,113.9261293,22.52856848
aa,bb,1.00,move_in,121.9873607,29.77772714,113.9452485,22.53048525
aa,bb,1.00,move_in,113.9012305,22.50649833,114.0097683,22.60019267
aa,bb,1.00,move_in,114.1131794,22.55127507,113.6799842,22.82399074
aa,bb,1.00,move_in,116.7563415,23.44098777,114.0661347,22.61059702
aa,bb,1.00,move_in,114.0722549,22.57502376,113.9539383,22.53914243
aa,bb,1.00,move_in,121.3482226,30.83463269,113.9317407,22.55276377
aa,bb,1.00,move_in,113.9507227,22.55888775,114.1261757,22.54684903
aa,bb,1.00,move_in,118.7150607,32.16954661,114.1261757,22.54684903
aa,bb,1.00,move_in,120.5285794,36.39235609,113.9498592,22.53279248
aa,bb,1.00,move_in,116.2644076,39.95202569,114.0410264,22.56650108
aa,bb,1.00,move_in,113.9468651,22.55101383,113.9097928,22.52112796
aa,bb,1.00,move_in,107.8863085,26.52991024,114.0707794,22.67989758
aa,bb,1.00,move_in,114.041771,22.54692457,114.0767849,22.62224734
aa,bb,1.00,move_in,114.0496566,22.54709967,113.9297267,22.64503885
aa,bb,1.00,move_in,113.9719804,22.57662145,113.9719804,22.57662145
aa,bb,1.00,move_in,116.2430241,40.08045511,113.9491952,22.57257454
aa,bb,1.00,move_in,113.9493953,22.55643653,114.0626723,22.51218111
aa,bb,1.00,move_in,114.0472766,22.56934042,114.0296863,22.75068661
aa,bb,1.00,move_in,114.0259737,22.54605355,113.9596298,22.54344371
aa,bb,1.00,move_in,116.3713955,39.91240527,113.8858567,22.55535834
aa,bb,1.00,move_in,114.9568219,27.80307331,113.9501823,22.55398396
aa,bb,1.00,move_in,121.3284346,31.09955846,113.950176,22.55490222
aa,bb,1.00,move_in,90.8070228,29.75162365,113.9415619,22.54866168
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9415619,22.54866168
aa,bb,1.00,move_in,114.027888,22.65405804,114.0603691,22.64116577
aa,bb,1.00,move_in,114.3370552,22.70623309,114.3370552,22.70623309
aa,bb,1.00,move_in,114.3476957,22.65746229,114.3370552,22.70623309
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9028778,22.7848292
aa,bb,1.00,move_in,108.867729,34.20030222,113.9300131,22.70743279
aa,bb,1.00,move_in,113.3797504,23.13002046,114.0379343,22.53901787
aa,bb,1.00,move_in,102.6687641,25.05444332,114.0379343,22.53901787
aa,bb,1.00,move_in,113.9097928,22.52112796,113.887062,22.50701094
aa,bb,1.00,move_in,114.0403477,22.62174301,113.8926775,22.55566049
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9300131,22.70743279
aa,bb,1.00,move_in,117.2108131,39.1439299,113.9278502,22.52270782
aa,bb,1.00,move_in,113.9483926,22.56683897,113.9483926,22.56683897
aa,bb,1.00,move_in,113.9507227,22.55888775,114.0568268,22.54270452
aa,bb,1.00,move_in,114.0601295,22.54427604,113.7898618,22.68495619
aa,bb,1.00,move_in,113.5471733,34.79789643,113.7898618,22.68495619
aa,bb,1.00,move_in,113.937384,22.54748357,113.937384,22.54748357
aa,bb,1.00,move_in,121.3929445,31.17989793,114.2372826,22.69246899
aa,bb,1.00,move_in,121.5576226,29.86566255,113.9148525,22.58330564
aa,bb,1.00,move_in,113.9335552,22.69797266,113.9335552,22.69797266
aa,bb,1.00,move_in,120.0037158,30.29570198,113.9902726,22.59309898
aa,bb,1.00,move_in,120.6737343,30.55717026,114.3476957,22.65746229
aa,bb,1.00,move_in,113.8725966,22.58715887,113.9136285,22.55524899
aa,bb,1.00,move_in,117.744136,39.13123681,114.0569119,22.73147333
aa,bb,1.00,move_in,114.1210144,22.54860459,113.9028778,22.7848292
aa,bb,1.00,move_in,113.9558528,22.76600402,113.9028778,22.7848292
aa,bb,1.00,move_in,118.3840711,31.33339008,113.968783,22.59212064
aa,bb,1.00,move_in,113.9518455,22.5331674,113.968783,22.59212064
aa,bb,1.00,move_in,118.3840711,31.33339008,113.968783,22.59212064
aa,bb,1.00,move_in,114.0523731,22.67780917,113.8117283,22.67785626
aa,bb,1.00,move_in,113.9423658,22.69522529,113.9376941,22.70750278
aa,bb,1.00,move_in,114.0503305,22.57813244,114.320874,22.73905966
aa,bb,1.00,move_in,114.0120358,22.66039351,114.008424,22.66216769
aa,bb,1.00,move_in,117.3211787,32.90314826,114.3304414,22.77770952
aa,bb,1.00,move_in,113.9507227,22.55888775,113.9507227,22.55888775
aa,bb,1.00,move_in,91.02653735,29.6483073,114.3476957,22.65746229
aa,bb,1.00,move_in,114.0960665,22.55076188,113.9317407,22.55276377
aa,bb,1.00,move_in,116.3704896,39.92862565,114.0230097,22.53488328
aa,bb,1.00,move_in,120.0355849,31.74661695,114.0707794,22.67989758
aa,bb,1.00,move_in,114.3720806,22.76470976,114.3720806,22.76470976
aa,bb,1.00,move_in,113.9097928,22.52112796,114.0576869,22.50879725
aa,bb,1.00,move_in,114.004599,22.54531879,114.0018772,22.54531879
aa,bb,1.00,move_in,113.9097928,22.52112796,113.9501823,22.55398396
aa,bb,1.00,move_in,113.9507227,22.55888775,113.8030544,22.7695015
aa,bb,1.00,move_in,116.2111421,39.84531917,113.9507227,22.55888775
aa,bb,1.00,move_in,120.7772221,31.60137528,113.9451005,22.53023344
aa,bb,1.00,move_in,121.5467156,29.89346361,113.9300131,22.70743279
aa,bb,1.00,move_in,121.5467156,29.89346361,113.9300131,22.70743279
aa,bb,1.00,move_in,121.3375956,31.24629781,113.9472301,22.52885341
aa,bb,1.00,move_in,113.8173787,22.81046267,113.9472301,22.52885341
aa,bb,1.00,move_in,106.6671785,29.54151462,113.9472301,22.52885341
aa,bb,1.00,move_in,113.9097928,22.52112796,114.1282358,22.56317625
aa,bb,1.00,move_in,113.792277,34.79978365,113.9507227,22.55888775
aa,bb,1.00,move_in,114.0608723,22.6076372,113.9949184,22.69520629
aa,bb,1.00,move_in,117.390468,39.16115534,114.394036,22.72481308
aa,bb,1.00,move_in,114.0303589,22.54308175,114.0596447,22.62414077
aa,bb,1.00,move_in,120.4136974,36.19326553,113.9507227,22.55888775
aa,bb,1.00,move_in,114.0007427,22.59805472,113.9507227,22.55888775
aa,bb,1.00,move_in,115.8202045,29.23608385,113.9519422,22.54408318
